control 1	control 2	control 3	control 4	control 5	control 6	IL-17+TNFa 1	IL-17+TNFa 2	IL-17+TNFa 3	IL-17+TNFa 4	IL-17+TNFa 5	IL-17+TNFa 6
C20orf141	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C20orf144	-2.55411584105492	-2.5338212663461	-3.15400561093548	-2.62833536174735	-3.15400561093547	-2.44839575428493	-1.60613508077251	-2.0057685901684	-3.15400561093547	-2.56064018328506	-3.15400561093548	-3.15400561093547
C20orf173	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C20orf194	5.20533318874026	5.36463079057017	4.98104918396014	5.02937110022077	5.13296378783742	5.4139517704861	4.65751584874825	4.22480351390067	4.77358878795673	5.00539564666692	4.67902185499783	4.69551063801322
C20orf202	-2.13167222902314	-1.27220089341246	-1.63212964682836	-1.94062304480294	-2.1889732147773	-1.62168779485354	-2.18173480246917	-0.705041524439894	-1.46721553688449	-2.56064018328506	-2.59041744995853	-1.92407130052709
C20orf203	-0.796508192614486	-0.903195283422149	-0.908119286320023	-1.94062304480294	-1.20678006468695	-1.62168779485354	-1.02744836093529	-1.55593519757318	-1.23781750405501	-2.14141950301772	-1.03445577220333	-0.956087312047762
C20orf204	-0.796508192614486	-0.748946519292747	-1.98551670049643	-1.94062304480294	-3.15400561093547	-1.62168779485354	-0.87670370631758	-1.37459559455998	-0.86595921526741	-1.32870396688294	-0.883918136340017	-2.23025394200085
C20orf27	3.13767371593635	2.48619631436124	2.03823591847093	2.6292172584257	2.76501761984053	3.00895759576352	2.47760147379444	2.34414672847373	3.2326760830785	2.82485325041704	2.57651238468318	2.39286247231838
C20orf85	8.20743350658454	8.04420243263798	8.27111501615183	7.09867992830459	7.36909544383166	8.36390248153144	7.58118769089561	7.47237469559181	7.56782047381014	6.73830988910171	6.77531594827667	7.89204822626998
C20orf96	6.08623355646654	5.30422765063946	5.64229097477545	4.22355581929934	5.01383556752468	5.94716818771524	5.30978441585625	4.60833556833688	4.84729305999714	3.86521629829063	4.29696089248874	5.20342249455912
C21orf58	4.72301923292801	4.49939623571094	4.77489523137393	3.61605895171698	4.14195251573735	5.4772909997685	4.37900382129523	3.74073448650978	4.59161407014044	3.33838251903414	3.43261133816574	4.29742115109439
C21orf62	-1.12063386212158	-2.10149014703922	-1.11157015211956	-0.844707127618974	-0.0468435592163265	-1.09944551790433	-1.60613508077251	-0.816362251889659	-1.46721553688449	-2.56064018328506	-1.87078230047805	-0.698458671354633
C21orf91	4.99607074121808	5.35402833451207	5.39319996982135	5.68578498421676	5.18054606823004	5.17167217692344	6.89202020657706	7.79352794003764	6.46152620705797	7.1070513413332	6.91666570475137	7.18670937333583
C22orf15	4.03467040204096	3.72963478838296	4.52114067803646	3.16229946402448	3.50379546532436	4.47863350220271	3.98513916049026	3.94655188310442	4.48320683273556	3.0898927186523	3.13926105721064	4.5291686186948
C22orf23	4.029562417414	3.91993050416692	3.70916385926478	3.83156585695669	3.67061801684539	4.38875673928681	3.57187131533608	3.47126167138324	4.06656316638504	3.7288245340449	3.6456548339867	3.34909194170352
C22orf31	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C22orf39	4.67148196926326	4.55229491662094	4.72223667624	4.54984437675111	4.63037237677795	4.94482174250537	4.36393948687913	4.39063533352149	4.55382546716297	4.1045123238862	4.19067980838743	4.39393946082963
C22orf42	-2.13167222902314	-2.5338212663461	-3.15400561093548	-1.6901692514204	-1.39686781106379	-2.44839575428493	-3.15400561093548	-1.55593519757318	-2.51723111717014	-2.56064018328506	-1.39284701370136	-2.23025394200085
C2CD2	5.03991409492916	4.864647624875	4.77858402001645	4.55894132684444	5.16126988518324	5.34770352893959	4.85090236208488	4.64030995195288	4.72680927671868	4.72893164472475	4.90266982362551	4.87963345231487
C2CD2L	2.60373449502158	1.46840642386151	1.67638922442374	2.23428754443186	2.08080734587183	3.66985117382873	1.81411633503476	0.985507021991835	2.53225006992996	3.14686151667229	1.51132825975693	0.558597638158248
C2CD3	5.00650733597279	5.45471822828725	5.25968571609502	4.95551688923912	4.67937537042447	5.74468524938286	4.72391676346524	4.85762394267751	5.35327867033619	5.10938021476584	4.01495928552421	5.45449412839313
C2CD4A	-1.12063386212158	0.641939766000764	0.382789839626859	0.627193023059435	0.535443621540264	0.544862290899498	3.14824079146369	2.31802590623164	2.27790228985154	3.7288245340449	3.33619429282632	2.83114010124695
C2CD4B	-3.15400561093548	-2.10149014703922	-0.908119286320023	-0.844707127618974	-1.6158574932961	-0.895485650426129	0.117619695106844	-0.601698582323922	-0.442843298456208	-0.325141258062418	0.785052998780616	-3.15400561093547
C2CD4C	-0.0273611928978974	-1.27220089341246	-1.11157015211956	-0.229139237256666	1.61062463732994	1.16250345190497	-1.38642893766531	-2.29725687659454	-1.23781750405501	-0.0444055378240755	1.24335241272098	-1.45685224766115
C2CD4D	-0.94948757264976	-2.10149014703922	-2.4545599573671	-1.94062304480294	-2.59226042358828	-1.09944551790433	-3.15400561093548	-2.29725687659454	-3.15400561093547	-3.15400561093548	-2.18618705788234	-2.23025394200085
C2CD5	6.28471851971806	6.16454613879011	6.59537381038794	5.83303601574005	6.0537568635004	6.39756939029184	5.46255787093079	5.68127212735628	6.15072942010613	5.03838947153141	5.62182037711025	6.06344412923494
C2CD6	-1.80531864739993	-1.07593229780528	-3.15400561093548	-3.15400561093547	-2.1889732147773	-0.414696426718253	-3.15400561093548	-2.29725687659454	-3.15400561093547	-2.14141950301772	-1.87078230047805	-0.956087312047762
C2orf15	3.15654020551481	3.00296483056728	3.1608534638527	3.16229946402448	3.10700863792303	3.5174777814272	2.75669022005646	2.38246206662431	2.27790228985154	2.51441691828223	2.91113119320063	3.3056404327052
C2orf16	1.84310817391218	1.99055396018587	1.79768819705606	2.12419449764568	1.6356717929491	2.32262037782841	2.02033321002328	1.83768385492681	1.41577768771911	1.6775250116925	2.17479921489386	2.4202832580977
C2orf42	4.22990120806172	4.56338233544723	4.48095194501739	4.28332265584289	4.20606373631515	4.20139083803393	3.82934574439414	4.08077104421145	4.06118603486786	3.93156755282567	3.98591974913257	4.46807323913124
C2orf49	5.21436502844598	5.23657433530369	5.2357335211882	5.19218209796749	5.22866821640345	5.47269338894452	5.14551802357164	5.42244931668276	5.20024915525925	4.97162957151222	4.98813687359385	5.42940982382288
C2orf50	1.21006451771154	-0.365781950258505	0.952082891223643	-0.147952553194871	0.587719757179482	0.858564290893063	-0.500809276462507	-1.37459559455998	-0.86595921526741	-1.32870396688294	-0.747614731535787	-0.290206987707878
C2orf66	0.745288037419221	0.525820648412859	0.129076057558219	0.429760871871588	0.305049184308519	0.317616608126416	0.187738150849912	0.564551982103131	0.228998176473487	-0.811992113169663	0.246369652955636	0.287937628933767
C2orf68	5.36593149580509	5.37515589662025	5.61984733020239	5.16860410481146	5.42103016968715	5.60251866052108	5.13446417613161	5.40549376047422	5.49162145077448	5.0130768532808	5.12761552095505	5.34249823839603
C2orf69	3.98803410686754	3.97078224494564	3.89735375582471	4.01462365966276	4.03305262882701	4.15622976211259	3.80166242352788	4.21775678924414	3.60941537975125	3.64561788165397	4.05279118521744	4.15778268878947
C2orf72	-0.796508192614486	-3.15400561093548	-2.4545599573671	-2.24388355770001	-3.15400561093547	-1.97661856553436	-3.15400561093548	-2.66294651762884	-3.15400561093547	-2.14141950301772	-2.18618705788234	-2.23025394200085
C2orf73	1.58908049594012	1.80372367507087	1.88240611421584	-0.229139237256666	2.20314199398115	1.89791149689205	0.700685021914527	1.41321557104989	0.150152636207295	-2.14141950301772	0.430070661721153	1.08942289575763
C2orf74	3.9721475372116	3.83708329992524	3.14950279587164	3.64482465964893	2.76501761984053	3.64554714744359	3.91968341499332	4.10770455885118	3.35197327112501	3.21060097061076	2.45462763198062	3.60947299370145
C2orf76	3.39763555397982	3.49500966742404	3.61326995734232	2.88209168987543	2.89517541846353	3.21017412134047	3.34518877944809	3.47717518255974	3.85291255826157	2.1923645406811	2.39696537679568	3.52989115504829
C2orf78	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C2orf80	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-2.18618705788234	-3.15400561093547
C2orf81	5.39004598444775	5.14359759730394	5.49760329276839	4.34071169774186	4.79506090466065	5.92882333657606	5.45012963228151	5.07792095887603	5.56183922974608	4.61240862699511	4.66076320454458	5.51932854494251
C2orf83	-1.80531864739993	-1.49943887225797	-2.4545599573671	-2.24388355770001	-2.1889732147773	-1.33706370224473	-3.15400561093548	-2.66294651762884	-2.07696909509392	-1.81698730928964	-2.59041744995853	-2.23025394200085
C2orf88	-3.15400561093548	0.641939766000764	1.35922137925953	0.319891862086559	-0.215766593320339	1.11608845939997	-0.29552312180551	0.323271060072953	-0.570572902978529	-0.325141258062418	-0.508454920479468	-0.122551036181102
C2orf92	0.207876939729987	-3.15400561093548	-0.571197783144152	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-1.21352540208995	-1.46721553688449	-3.15400561093548	-3.15400561093548	-3.15400561093547
C3	10.2440147277477	11.1284235089615	10.6215370567503	11.6013418612539	10.1749424805804	10.6370765747943	11.7945439855899	11.8443664033881	12.7659839167185	12.6879784656637	11.9984970171873	11.4863012693559
C3AR1	-3.15400561093548	-3.15400561093548	-2.4545599573671	-3.15400561093547	-2.59226042358828	-0.716821201112809	-3.15400561093548	-2.66294651762884	-3.15400561093547	-2.56064018328506	-3.15400561093548	0.287937628933767
C3orf14	1.21006451771154	1.7529746655162	2.26553352884355	1.47468172311883	1.47841872746437	1.84197003664643	1.624884813573	2.05885114256623	2.22117210940526	1.22739720310239	1.73723994825833	2.24734957882279
C3orf18	2.6443995890895	2.09611990089746	2.36702661775112	1.19241936317968	1.06430951822032	2.12583835833603	-0.394517914253249	-0.705041524439894	1.27423150819428	0.0382193410164785	0.829321361486617	0.60712952295304
C3orf20	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C3orf22	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C3orf33	0.345778451733501	0.261115964297149	1.73831315791975	1.87506561538348	1.06430951822032	1.52420843379685	1.624884813573	1.3109740255552	1.77232586643514	2.07983942348851	1.78297661095243	1.6487698373229
C3orf38	5.19167851811759	5.45868243042791	5.31661406210552	5.08080381230202	5.30286420948914	5.22458679103927	5.16085249048864	5.36620080597559	4.95559059935834	4.92895623788553	4.96600138042499	5.32083654465931
C3orf49	-2.13167222902314	-0.0633211794242993	-1.63212964682836	-0.844707127618974	-1.03884723767242	-0.557864468004586	-1.86541708036361	-1.21352540208995	-1.23781750405501	-2.14141950301772	-2.59041744995853	-1.26994454930684
C3orf52	4.04483243361084	3.81251176043085	3.48367927910648	3.47580704512864	3.93556928044583	3.8578844933117	4.08956310874126	3.86771232330551	3.39535222021145	3.94768928644518	3.99080044583621	4.06961446244864
C3orf56	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C3orf62	3.42123015570526	3.35739955561691	3.63784757941428	3.61605895171698	3.70060021439952	3.63735396089983	3.25824321434398	3.36683593252549	3.88370077166709	3.44822637982329	3.24925499285747	3.56716742680895
C3orf70	-0.94948757264976	0.107998276716691	-0.298253645231077	-0.609118530105311	-2.1889732147773	-0.557864468004586	-0.74023063144425	0.269764874498496	-0.442843298456208	-0.811992113169663	-1.20255104250555	-0.290206987707878
C3orf80	-2.55411584105492	-2.5338212663461	-1.63212964682836	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-2.56064018328506	-3.15400561093548	-3.15400561093547
C3orf84	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C3orf85	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C3orf86	-2.13167222902314	-3.15400561093548	-2.4545599573671	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-2.51723111717014	-0.964549375078455	-3.15400561093548	-3.15400561093547
C4A	3.29919797741931	4.35798569250416	3.57983460114831	3.5567474927898	3.83642997521834	3.98600740276549	2.63647538143838	4.75183577451454	5.13520706932153	2.80138770597189	3.90549579770702	4.05219195198867
C4B	3.75413208720282	5.41446532790121	3.75482188488171	4.10848370111679	-3.15400561093547	3.78558469639865	4.3939124810542	3.80326809733045	4.26670118734979	3.86521629829063	-3.15400561093548	4.08254464472959
C4B_2	-3.15400561093548	-3.15400561093548	-3.15400561093548	3.86617936805791	2.26865541350057	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	3.07039200434321	1.24335241272098	-3.15400561093547
C4BPA	-3.15400561093548	-3.15400561093548	-1.63212964682836	-3.15400561093547	-3.15400561093547	-3.15400561093548	4.76749908223288	-0.0323189178351572	2.25923899900682	2.51441691828223	1.51132825975693	4.93771403105312
C4BPB	-2.55411584105492	-1.27220089341246	-1.98551670049643	-1.6901692514204	-3.15400561093547	-2.44839575428493	0.963086481633382	0.0961982918971502	0.228998176473487	1.07916741614743	-0.747614731535787	1.08942289575763
C4orf17	-3.15400561093548	-3.15400561093548	-2.4545599573671	-2.24388355770001	-1.87414150740527	-0.414696426718253	-3.15400561093548	-3.15400561093548	-2.51723111717014	-3.15400561093548	-3.15400561093548	-2.61942497858341
C4orf19	4.45614435358889	4.80983918543811	4.19657105118927	4.23495233063991	4.07027345451243	3.71726437695571	5.81662551341508	6.06082778475766	5.77555635883524	5.68798628160055	5.64057536412722	5.68250522728029
C4orf3	7.38714425666461	7.43091044703101	7.37576606808457	7.12546141254293	7.15353992786188	7.47915138724972	7.31994972737989	7.56621326671	7.29525636300368	6.91952116351064	6.96582977848291	7.49950408925865
C4orf33	4.15682374534867	5.39183796583601	4.48547304574948	4.59181448552042	4.36802354893164	4.67151634395322	4.1122775216795	5.23100037332062	4.31719800522741	3.9636328531114	3.88990412934837	4.95656598708401
C4orf36	0.345778451733501	-0.48255014804829	0.21869728084825	0.759340678036511	-1.03884723767242	0.0477600903520331	0.117619695106844	-1.21352540208995	-0.0217765338962796	0.328228790761365	0.179542484477853	-0.290206987707878
C4orf45	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C4orf46	2.39715561938332	2.38983307809841	2.44337460359588	2.15651617515453	2.75362191948323	2.25996201931569	2.64895777032519	2.50329439136935	2.7349603355146	2.13719877432434	2.22537067686633	2.46046132305715
C4orf47	2.97714144207967	3.60640583474094	2.58492376038967	1.54961160980737	1.98660393636445	3.03413941029746	2.76817861229855	3.07089673299191	2.05798723626811	1.15518520761833	1.14169378647461	2.72519073996221
C4orf48	-0.415971005755658	0.186587524549493	0.21869728084825	0.137604538820817	-0.215766593320339	-0.716821201112809	1.21891084111576	0.323271060072953	0.303757062397402	-0.674035337136155	0.246369652955636	-0.585065999755257
C4orf51	-3.15400561093548	-3.15400561093548	-2.4545599573671	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C4orf54	-2.55411584105492	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-2.51723111717014	-3.15400561093548	-3.15400561093548	-3.15400561093547
C5	3.25611368759676	3.01378277233423	3.1608534638527	2.674562102557	2.64679525027947	3.54401732694125	2.20072648697988	0.809204516593007	1.41577768771911	1.07916741614743	1.03232513359697	2.2319573281581
C5AR1	4.26074431155421	3.99827744217842	3.79179658454994	3.29162242101687	3.61502799851954	4.39362931108748	3.88844141009467	3.97190253880514	4.05578878700977	3.26307934822114	3.61437123295541	4.32669839938678
C5AR2	-2.55411584105492	-3.15400561093548	-3.15400561093548	-1.94062304480294	-2.1889732147773	-1.97661856553436	-3.15400561093548	-1.76339015861649	-2.51723111717014	-2.56064018328506	-3.15400561093548	-2.61942497858341
C5orf15	6.81508828194174	6.9335008060451	7.00973067280349	6.78779176671002	6.73163975026994	7.02884211545909	6.90183191925668	7.26924866769966	6.74921301995152	6.57666038260069	6.68409544929105	7.07144959734691
C5orf22	-2.55411584105492	4.09313496250886	4.5730413332621	4.6065127500575	3.36839941261973	3.48131476506959	3.76199106327191	3.92940053916417	4.49521927401767	4.29717804101181	3.98102248476616	4.51334004763434
C5orf24	5.20079597643067	4.96281584166265	5.29874298951433	5.4872500390641	5.69718110831397	6.02302481489185	5.31370969630624	4.96882881954801	5.18796669208631	5.03084220917791	5.62809916891881	5.71469928138537
C5orf34	1.09741254078489	1.15324111156012	1.2358490656315	1.2534629116486	0.823976163775306	-0.895485650426129	0.494818156032219	0.650795601899133	1.48166217436706	0.569584902471235	1.4274144906159	-3.15400561093547
C5orf38	-0.658206380037426	0.800277487451147	-3.15400561093548	0.716622404545905	1.02693249280517	0.858564290893063	-0.74023063144425	0.156404009324484	-0.570572902978529	0.512924818622012	-0.0417979914220593	0.0276342443391665
C5orf46	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C5orf47	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C5orf49	5.63505276915155	5.58555504656715	5.53733713326165	4.80816894694501	4.8006086652635	6.01672197238056	5.01900159863342	4.91756300859221	4.59905445029259	3.995000939104	4.49888995205405	5.35142882443195
C5orf51	5.21885983283592	5.63017645808853	5.67432535876455	5.46483940794402	5.63488156056895	5.81719913225804	5.62142517912277	5.78503089386865	5.37294308245016	5.36284182780782	5.51406903748834	5.8136599612111
C5orf52	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C5orf58	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C5orf63	2.51879517526887	3.01378277233423	3.09136996490908	2.48394794761562	2.59665336670774	3.59567519946379	2.11334754006508	2.26432116344996	1.92221534223534	1.91469873845223	2.01149051311747	2.7791377974093
C6	4.80900353350783	4.13337141935718	5.87889977887002	2.85280229644317	3.44832718771427	3.61249146738635	4.44491196753532	2.9654644760972	4.54999159232302	1.6775250116925	2.48261692197983	1.97888369049304
C6orf118	2.96648944060677	0.800277487451147	0.726226912655454	-3.15400561093547	1.92698044941093	2.99619991925191	1.52006625234146	-3.15400561093548	-1.74011530412647	-1.81698730928964	0.593000626022468	1.73864507961861
C6orf120	1.61659294690835	3.36586799114379	2.58492376038967	2.92962348349944	3.04291925121124	4.35418001793802	4.27009271054738	2.64661726904187	2.90067323680165	2.77753417331088	3.45397524974097	2.789689294678
C6orf132	6.35071462170033	6.01508404530997	5.90781919157995	5.57953773525231	5.92887000376554	7.01546978616734	5.82352455006066	5.24666371683585	5.97458927983596	5.78837844120618	5.60600279509923	5.39872135410008
C6orf136	3.77869551708524	3.80630292429225	3.28014981646043	3.47580704512864	3.64617539316347	3.97304423427123	3.7211978960883	3.48306455356191	4.37468309597564	3.86521629829063	3.59527019492296	3.2455912541611
C6orf141	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C6orf15	-3.15400561093548	-3.15400561093548	-2.4545599573671	-2.24388355770001	-2.59226042358828	-3.15400561093548	-3.15400561093548	-3.15400561093548	-1.74011530412647	-1.81698730928964	-3.15400561093548	-3.15400561093547
C6orf163	0.93206678759157	0.987526807334293	0.598487611430963	0.261651556976017	1.06430951822032	0.858564290893063	0.187738150849912	-0.0323189178351572	0.442569446728828	-0.225368383117862	0.310237872015737	-0.122551036181102
C6orf201	-3.15400561093548	-1.27220089341246	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-2.29725687659454	-1.74011530412647	-3.15400561093548	-3.15400561093548	-3.15400561093547
C6orf226	2.54766751116847	2.67522096855567	2.95458150881563	2.47115515434435	2.09893175640178	2.91718985774819	2.47760147379444	2.46809529953579	2.22117210940526	1.97886182897171	2.25812624888551	2.56243439521985
C6orf47	5.0271567223039	5.14113297623716	5.08599563035617	5.16860410481146	5.01860401874109	5.29919086488447	5.16520399546258	5.06227051556808	5.62697885977905	5.34874632028164	5.3260399337018	4.96590038447163
C6orf52	-0.94948757264976	-1.76928451696525	-0.729845383924485	-1.12642134260702	-0.308275151159853	-1.62168779485354	-0.615559019337682	-3.15400561093548	-2.07696909509392	-1.55228591563302	-1.39284701370136	-0.479939949807163
C6orf58	-1.53934144092778	0.849417090055665	0.0335165768559888	-1.4768306262907	-2.59226042358828	-2.44839575428493	-2.18173480246917	0.0333702747901616	-0.570572902978529	-1.55228591563302	-1.61211323088715	-1.67163015057421
C6orf62	6.32279941517985	6.38990653141972	6.38885904057599	6.5763495772051	6.3027658861388	6.52294005602832	6.68865378870411	6.97438001114595	7.02047172061392	7.06948164731583	6.72274617637206	6.64941010490522
C6orf89	7.11187124988835	7.21647178699116	7.17138401139371	7.12290776574268	7.17238417064694	7.46648894329636	6.81795326940003	6.91299006067979	7.12273844004513	7.14599817032284	7.09779661857924	6.95616287021779
C7	-2.13167222902314	-1.76928451696525	-2.4545599573671	-1.4768306262907	-0.888439866815542	-1.97661856553436	-2.18173480246917	-2.29725687659454	-3.15400561093547	-2.56064018328506	-2.18618705788234	-2.23025394200085
C7orf25	4.3617499539455	4.27498955665782	4.1630967182458	4.16518243789213	4.09757213645256	4.33404334031625	4.34871619239302	4.32984306247776	4.33066854892672	4.17924001110413	4.16931200219056	4.33392581057751
C7orf26	3.2117030271279	1.96848113034895	3.13806211577244	3.19378775244828	2.63442221068016	3.31662744560425	3.17438057552919	2.44414289207507	3.52600037683099	3.73503060301042	3.37404413537379	2.48663823520302
C7orf31	0.207876939729987	0.399530788642327	-0.428280514455763	0.00187963953659707	0.366187915334815	0.967149206795921	-3.15400561093548	1.01832214071788	0.507268483801848	-3.15400561093548	-0.883918136340017	0.74363677652187
C7orf33	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C7orf50	5.01169745696793	5.07294499606766	5.03755847155664	4.96922919905125	4.79506090466065	5.33001966728332	4.72980437165815	4.84852842434379	5.09367302876537	4.83385416740914	4.4501093920703	4.86723332649217
C7orf57	2.21115706406316	2.70222285586247	2.874115122607	1.7535459550859	2.83156385197148	3.6041078349013	3.09449596672942	2.12060243855149	2.65154617029863	1.39353900324958	2.24184142296307	3.05756984510934
C7orf61	-2.55411584105492	-1.49943887225797	-1.98551670049643	-2.24388355770001	-0.888439866815542	-1.97661856553436	-2.18173480246917	-1.76339015861649	-1.74011530412647	-2.56064018328506	-2.59041744995853	-1.67163015057421
C8A	-3.15400561093548	-2.5338212663461	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-0.615559019337682	0.951928093090318	0.685588862078454	0.116367427832577	-1.20255104250555	0.654081801250302
C8B	-3.15400561093548	-2.10149014703922	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-1.60613508077251	1.36300032117422	-1.74011530412647	-1.32870396688294	-0.508454920479468	0.0972438078381327
C8G	-3.15400561093548	-3.15400561093548	-3.15400561093548	-1.6901692514204	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-2.59041744995853	-2.23025394200085
C8orf33	5.85601766626252	5.58917598944093	5.83882731872831	5.64933984204021	5.66408689217575	5.94218813581259	5.62774532050378	5.40394241901181	6.00010424262002	5.60231831884668	5.70881191731638	5.7980663310116
C8orf34	3.2117030271279	3.03517830296103	3.1832903521297	1.68871888856548	2.26865541350057	3.3769221693008	2.54593715418714	2.39501100440345	2.67989015776531	1.11767694057442	1.73723994825833	2.39286247231838
C8orf37	3.50458503283036	3.76207639626008	3.834950581427	3.16229946402448	3.49012704554014	3.92673328653885	3.13054738280735	3.49477165781614	2.78800545211609	2.85935109609356	2.90079608804589	3.84522157505184
C8orf44-SGK3	2.11797484898333	2.85441058570715	2.88784173080654	-3.15400561093547	2.26865541350057	2.81918599094177	2.50532536043928	1.55415560810751	3.26109473004548	1.89266084238575	1.45593151211067	2.48663823520302
C8orf48	1.31455367553312	0.987526807334293	1.39810738356964	-0.0710922133030811	0.734061218518219	1.25108035556808	1.04092238270394	1.2292381290925	1.1172719574478	0.116367427832577	0.371398099673889	1.60164150347931
C8orf58	3.65146954008136	3.18626581664488	3.41897477997199	3.33463233605511	3.23544659273524	3.49950957937679	3.32976526813661	3.16914595162751	3.55689400567179	3.18362813399473	3.2734900054444	3.10902981754039
C8orf74	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093548	-3.15400561093547	-3.15400561093548	-3.15400561093548	-3.15400561093547
C8orf76	5.12858087693132	4.94879160830259	4.90883419215273	4.97603678762562	4.72676844752989	4.89758078303616	5.27195172888839	5.07207192030793	5.02628319251724	4.84537354387473	4.9709498128726	5.35498563710452
C8orf82	2.70972683776865	2.72872863923577	2.74431852149388	2.84290551826293	2.71888457389289	3.22117995572168	2.34579587407581	2.29142341724853	2.56301157195338	3.04063761650618	2.77063016858767	2.32193983594162
C8orf88	-3.15400561093548	-1.49943887225797	-0.729845383924485	-0.844707127618974	-0.40712444921081	-0.895485650426129	-3.15400561093548	-3.15400561093548	-1.74011530412647	-1.81698730928964	-3.15400561093548	-3.15400561093547
